"Date","Open","High","Low","Close","VWAP","Unadj. Open","Unadj. High","Unadj. Low","Unadj. Close","Unadj. VWAP","Volume","Change Percent","Change","Trade Value"
"2023-09-05",93.3649,93.3698,92.5825,92.6123,92.7944,94.28,94.285,93.49,93.52,93.7039,29435888,-1.402,-1.3171,2758336020
"2023-09-01",94.8701,94.8899,93.7016,93.9293,94.0635,95.8,95.82,94.62,94.85,94.9854,32469677,-1.558,-1.4869,3085494860
"2023-08-31",95.3175,95.821,95.2039,95.4162,95.4879,96.54,97.05,96.425,96.64,96.7127,26959665,0.447,0.424555,2607726890
"2023-08-30",94.9423,95.1792,94.6658,94.9916,94.9718,96.16,96.4,95.88,96.21,96.1899,17550106,-0.104,-0.098733,1688367970
"2023-08-29",93.7674,95.2878,93.7377,95.0904,94.8505,94.97,96.51,94.94,96.31,96.0671,28478118,1.039,0.977464,2736296170
"2023-08-28",94.4387,94.4486,93.6881,94.1129,94.0494,95.65,95.66,94.8897,95.32,95.2557,16037346,0.105,0.098732,1527613850
"2023-08-25",93.4613,94.3005,93.3132,94.0142,93.8366,94.66,95.51,94.51,95.22,95.0402,23865213,0.327,0.306074,2292617000
"2023-08-24",93.9253,94.34,93.6834,93.7081,93.8588,95.13,95.55,94.885,94.91,95.0626,22300818,-0.659,-0.622023,2120431680
"2023-08-23",93.1058,94.34,93.0367,94.3301,93.8559,94.3,95.55,94.23,95.54,95.0597,38294655,2.478,2.2807,3642419740
"2023-08-22",91.4669,92.0938,91.2891,92.0494,91.7702,92.64,93.275,92.46,93.23,92.9473,21323072,0.767,0.701008,1983685220
"2023-08-21",91.4866,91.5853,91.062,91.3484,91.3264,92.66,92.76,92.23,92.52,92.4977,29254118,-1.333,-1.2342,2706059590
"2023-08-18",92.2469,92.9972,92.12,92.5825,92.6159,93.43,94.19,93.3015,93.77,93.8038,24181708,0.353,0.325821,2266552670
"2023-08-17",92.316,92.4196,91.842,92.2567,92.1225,93.5,93.605,93.02,93.44,93.304,32244852,-0.426,-0.394935,3016623830
"2023-08-16",93.0861,93.5896,92.5332,92.6517,92.9685,94.28,94.79,93.72,93.84,94.1609,23076663,-0.782,-0.730628,2173572560
"2023-08-15",93.5975,93.9895,93.3625,93.3823,93.601,94.798,95.195,94.56,94.58,94.8015,24125027,-0.609,-0.572655,2288988660
"2023-08-14",94.0043,94.7152,93.6982,93.9549,94.1242,95.21,95.93,94.9,95.16,95.3315,19071967,-0.22,-0.207341,1818210850
"2023-08-11",94.0932,94.651,93.9944,94.1623,94.2567,95.3,95.865,95.2,95.37,95.4656,26753471,-0.23,-0.217213,2554651130
"2023-08-10",95.8111,96.1221,94.3795,94.3795,94.8789,97.04,97.355,95.59,95.59,96.0958,37253246,-1.646,-1.5797,3581514850
"2023-08-09",95.6532,96.058,95.6137,95.9592,95.8495,96.88,97.29,96.84,97.19,97.0789,20151127,0.517,0.493668,1956832210
"2023-08-08",95.6334,96.137,95.2187,95.4656,95.6106,96.86,97.37,96.44,96.69,96.8368,24010511,1.161,1.0959,2422326130
"2023-08-07",94.8929,94.9818,94.2906,94.3696,94.508,96.11,96.2,95.5,95.58,95.7201,35862880,-0.984,-0.93797,3432608450
"2023-08-04",93.9451,95.4557,93.9253,95.3076,94.9768,95.15,96.68,95.13,96.53,96.195,42071834,1.771,1.6587,4047761910
"2023-08-03",93.9846,94.1129,93.3379,93.6489,93.6998,95.19,95.32,94.535,94.85,94.9016,59449684,-2.307,-2.2116,5681749020
"2023-08-02",95.8111,96.0037,95.1891,95.8605,95.7285,97.04,97.235,96.41,97.09,96.9563,38121255,-1.07,-1.0367,3696321330
"2023-08-01",97.5883,97.6624,96.6602,96.8972,96.9791,98.84,98.915,97.9,98.14,98.223,34985340,-1.638,-1.6141,3437010220
"2023-07-31",98.1174,98.787,98.0879,98.5113,98.4309,99.65,100.33,99.62,100.05,99.9684,28665164,0.24,0.236309,2865559030
"2023-07-28",97.8713,98.3242,97.6251,98.275,98.1288,99.4,99.86,99.15,99.81,99.6616,27433966,0.514,0.502156,2737212500
"2023-07-27",99.1611,99.3728,97.3888,97.7728,98.0991,100.71,100.925,98.91,99.3,99.6314,44794390,-1.945,-1.9397,4464111390
"2023-07-26",100.1162,100.126,99.3734,99.7125,99.737,101.68,101.69,100.9256,101.27,101.2949,19310659,0.099,0.098463,1956267670
"2023-07-25",99.2793,99.939,99.2497,99.614,99.5877,100.83,101.5,100.8,101.17,101.1433,17160556,-0.187,-0.187079,1735845460
"2023-07-24",100.4165,100.579,99.742,99.8011,100.0047,101.985,102.15,101.3,101.36,101.5668,17546711,-0.364,-0.364309,1782234510
"2023-07-21",100.5888,100.771,100.067,100.1654,100.3968,102.16,102.345,101.63,101.73,101.965,20657453,0.029,0.029539,2106457250
"2023-07-20",100.6479,100.7365,99.7224,100.1359,100.0834,102.22,102.31,101.28,101.7,101.6467,56951188,-1.214,-1.2308,5793935570
"2023-07-19",100.4313,101.3962,100.1605,101.3667,100.965,102,102.98,101.725,102.95,102.542,27192463,1.13,1.1323,2787949420
"2023-07-18",100.2344,100.4953,100.0079,100.2344,100.2613,101.8,102.065,101.57,101.8,101.8274,15412764,0.454,0.452926,1569501170
"2023-07-17",99.6731,99.9242,99.3679,99.7814,99.6406,101.23,101.485,100.92,101.34,101.1969,18828245,0.049,0.049231,1905500030
"2023-07-14",100.1556,100.3673,99.678,99.7322,99.9045,101.72,101.935,101.235,101.29,101.465,18568974,-0.589,-0.590772,1884908550
"2023-07-13",99.7519,100.4017,99.4762,100.323,100.0748,101.31,101.97,101.03,101.89,101.638,32441493,1.051,1.0437,3297396120
"2023-07-12",98.5605,99.5648,98.2307,99.2793,99.0992,100.1,101.12,99.765,100.83,100.6471,31927964,1.113,1.0929,3213437820
"2023-07-11",98.0387,98.4325,97.763,98.1863,98.0998,99.57,99.97,99.29,99.72,99.6321,20491147,0.514,0.502156,2041959930
"2023-07-10",97.3396,97.9993,97.3297,97.6842,97.6545,98.86,99.53,98.85,99.21,99.1798,24665198,0.131,0.128001,2446109950
"2023-07-07",97.6546,98.0682,97.4626,97.5562,97.6884,99.18,99.6,98.985,99.08,99.2143,28996478,-0.602,-0.590772,2888934830
"2023-07-06",98.659,98.8362,97.9402,98.147,98.2783,100.2,100.38,99.47,99.68,99.8134,41375735,-1.414,-1.408,4130821740
"2023-07-05",100.323,100.4313,99.1907,99.555,99.6577,101.89,102,100.74,101.11,101.2143,28170286,-0.95,-0.955083,2850937720
"2023-07-03",101.2584,101.667,100.4904,100.51,100.9618,102.84,103.255,102.06,102.08,102.5388,16011810,-0.567,-0.573313,1641652060
"2023-06-30",100.2192,101.2012,100.0327,101.0834,100.7396,102.06,103.06,101.87,102.94,102.5899,32024910,1.179,1.1784,3285944160
"2023-06-29",100.3272,100.4942,99.6202,99.905,99.9431,102.17,102.34,101.45,101.74,101.7788,41091617,-1.805,-1.8363,4182714580
"2023-06-28",101.5449,101.9671,100.9724,101.7413,101.5192,103.41,103.84,102.827,103.61,103.3838,23826807,0.426,0.432065,2463492600
"2023-06-27",101.7216,102.0751,100.9066,101.3092,101.2519,103.59,103.95,102.76,103.17,103.1116,18105686,-0.261,-0.26513,1867061030
"2023-06-26",101.7511,101.9279,101.2994,101.5743,101.5515,103.62,103.8,103.16,103.44,103.4167,12894937,0.106,0.108016,1333687900
"2023-06-23",101.9573,102.0751,101.1226,101.4663,101.5324,103.83,103.95,102.98,103.33,103.3972,22901918,0.997,1.0016,2367907970
"2023-06-22",100.9459,101.3878,100.3567,100.4647,100.5936,102.8,103.25,102.2,102.31,102.4412,23633350,-1.207,-1.2275,2421558730
"2023-06-21",100.9557,101.7806,100.4942,101.6922,101.1575,102.81,103.65,102.34,103.56,103.0155,19720142,0.242,0.24549,2032743260
"2023-06-20",101.2503,101.7885,101.2503,101.4467,101.5485,103.11,103.6581,103.11,103.31,103.4136,17163972,0.692,0.697195,1774829720
"2023-06-16",100.5924,100.9723,100.1898,100.7495,100.6691,102.44,102.8269,102.03,102.6,102.5182,16759084,-0.388,-0.392785,1719947840
"2023-06-15",101.1717,101.7609,100.7495,101.1423,101.1494,103.03,103.63,102.6,103,103.0072,25731994,0.961,0.962325,2651345140
"2023-06-14",99.797,100.4451,99.6301,100.18,100.1054,101.63,102.29,101.46,102.02,101.9441,29094244,0.8,0.795391,2967272060
"2023-06-13",100.2683,100.4844,99.144,99.3846,99.5328,102.11,102.33,100.965,101.21,101.3609,25910828,-0.988,-0.991783,2627756260
"2023-06-12",100.396,100.4549,99.2962,100.3763,99.9161,102.24,102.3,101.12,102.22,101.7513,19024132,0.294,0.294587,1935700710
"2023-06-09",99.7675,100.4205,99.5122,100.0818,100.0302,101.6,102.265,101.34,101.92,101.8674,22148561,-0.137,-0.137474,2256364410
"2023-06-08",99.0507,100.2978,98.982,100.2192,99.9296,100.87,102.14,100.8,102.06,101.765,23848659,1.17,1.1587,2501030560
"2023-06-07",100.3272,100.5826,98.9623,99.0605,99.352,102.17,102.43,100.78,100.88,101.1769,25251099,-1.484,-1.4926,2556150770
"2023-06-06",100.0032,100.6218,99.5613,100.5531,100.2588,101.84,102.47,101.39,102.4,102.1003,14332121,0.589,0.589178,1463484370
"2023-06-05",99.522,100.5923,99.3846,99.9639,100.053,101.35,102.4399,101.21,101.8,101.8907,14433172,-0.186,-0.186572,1470354400
"2023-06-02",101.1423,101.2061,100.1014,100.1505,100.4097,103,103.065,101.94,101.99,102.254,19136515,-1.096,-1.1096,1957437000
"2023-06-01",101.4172,101.7609,100.779,101.2601,101.2072,103.28,103.63,102.63,103.12,103.0661,21040382,0.392,0.395755,2168996920
"2023-05-31",99.885,101.0504,99.7675,100.8644,100.4846,101.99,103.18,101.87,102.99,102.6022,23787034,0.872,0.871632,2440888620
"2023-05-30",99.3072,100.1298,99.1603,99.9927,99.7371,101.4,102.24,101.25,102.1,101.839,23125160,0.999,0.989154,2353442080
"2023-05-26",98.0536,99.0852,97.9361,99.0036,98.5677,100.12,101.1733,100,101.09,100.6449,17030266,0.808,0.793282,1715940770
"2023-05-25",98.6216,98.7196,97.9654,98.2103,98.2946,100.7,100.8,100.03,100.28,100.3661,22492819,-0.249,-0.24484,2263786010
"2023-05-24",99.1897,99.268,98.4551,98.4551,98.7448,101.28,101.36,100.53,100.53,100.8258,18473351,-0.495,-0.489681,1862777110
"2023-05-23",98.3572,99.1603,98.2054,98.9448,98.6884,100.43,101.25,100.275,101.03,100.7682,21749470,0.288,0.284015,2192259970
"2023-05-22",99.1603,99.6108,98.5922,98.6608,98.8729,101.25,101.71,100.67,100.74,100.9566,20131107,-0.356,-0.352569,2032366510
"2023-05-19",99.1701,99.7577,98.8469,99.0134,99.1689,101.26,101.86,100.93,101.1,101.2588,29038022,-0.707,-0.70514,2940565620
"2023-05-18",100.0907,100.1494,99.65,99.7185,99.8689,102.2,102.26,101.75,101.82,101.9735,25536613,-0.741,-0.744314,2604146950
"2023-05-17",100.9525,101.0308,100.2327,100.4628,100.5423,103.08,103.16,102.345,102.58,102.6612,21340887,-0.292,-0.293809,2191345380
"2023-05-16",100.2865,100.7762,100.0025,100.7566,100.4159,102.4,102.9,102.11,102.88,102.532,29251698,-0.3,-0.303602,3000675620
"2023-05-15",101.2561,101.3344,100.9917,101.0602,101.1126,103.39,103.47,103.12,103.19,103.2435,20085302,-1.036,-1.0577,2073695340
"2023-05-12",102.8818,103.0777,102.0983,102.1179,102.4008,105.05,105.25,104.25,104.27,104.5588,14198538,-0.837,-0.861837,1485047530
"2023-05-11",103.1218,103.3421,102.5586,102.9798,102.9054,105.295,105.52,104.72,105.15,105.0741,19147223,1.057,1.0773,2012033870
"2023-05-10",101.5303,102.0886,101.5009,101.9025,101.8135,103.67,104.24,103.64,104.05,103.9591,22886805,0.97,0.979363,2379484140
"2023-05-09",101.3638,101.5009,100.8742,100.9231,101.1224,103.5,103.64,103,103.05,103.2535,19182506,-0.358,-0.362366,1982572190
"2023-05-08",101.3785,101.7262,101.1875,101.2855,101.4119,103.515,103.87,103.32,103.42,103.5491,20587042,-1.401,-1.4397,2131840240
"2023-05-05",102.1963,102.7349,101.9563,102.7251,102.4712,104.35,104.9,104.105,104.89,104.6307,15096463,-0.333,-0.342776,1579545770
"2023-05-04",103.0483,104.2529,102.9798,103.0679,103.4536,105.22,106.45,105.15,105.24,105.6338,25110469,-0.988,-1.0283,2654060030
"2023-05-03",103.8122,104.3998,103.1022,104.0962,103.8703,106,106.6,105.275,106.29,106.0593,23656168,0.558,0.577822,2509090020
"2023-05-02",101.8535,103.5184,101.7458,103.5184,103.0438,104,105.7,103.89,105.7,105.2153,30057756,2.492,2.517,3163743540
"2023-05-01",103.0973,103.2442,100.7174,101.0015,101.6514,105.27,105.42,102.84,103.13,103.7936,32487293,-2.883,-2.9988,3387496610
"2023-04-28",103.7561,104.2934,103.4142,104.0003,103.8978,106.21,106.76,105.86,106.46,106.3551,26954077,1.613,1.651,2898925440
"2023-04-27",102.7694,102.8378,102.1931,102.3494,102.4129,105.2,105.27,104.61,104.77,104.835,20247619,-0.992,-1.0257,2158966830
"2023-04-26",104.3227,104.7623,103.2286,103.3751,103.7688,106.79,107.24,105.67,105.82,106.2231,19610403,-1.066,-1.1137,2084308020
"2023-04-25",103.8733,104.6548,103.8245,104.4888,104.366,106.33,107.13,106.28,106.96,106.8343,21899884,1.47,1.5142,2339553110
"2023-04-24",102.535,103.0503,102.4177,102.9746,102.8592,104.96,105.4875,104.84,105.41,105.2919,17034309,0.967,0.986665,1793437210
"2023-04-21",102.8671,103.0234,101.8609,101.9879,102.1353,105.3,105.46,104.27,104.4,104.5509,15244718,-0.562,-0.576368,1594010300
"2023-04-20",102.408,102.8476,102.3327,102.5643,102.5232,104.83,105.28,104.753,104.99,104.948,16450090,0.855,0.869434,1726292030
"2023-04-19",101.5092,101.8287,101.0843,101.6948,101.4951,103.91,104.237,103.475,104.1,103.8956,16093905,-0.096,-0.097688,1672076460
"2023-04-18",101.4115,102.1686,101.4018,101.7925,101.7777,103.81,104.585,103.8,104.2,104.1848,15922623,0.356,0.361452,1661105980
"2023-04-17",102.0074,102.1735,101.3138,101.4311,101.5328,104.42,104.59,103.71,103.83,103.9342,19528811,-1.19,-1.2211,2029843490
"2023-04-14",102.955,103.1113,102.3494,102.6522,102.6758,105.39,105.55,104.77,105.08,105.1041,19801897,-0.915,-0.947588,2082343520
"2023-04-13",104.5767,104.9088,103.4337,103.5998,103.9424,107.05,107.39,105.88,106.05,106.4008,22079384,-0.786,-0.820594,2349764210
"2023-04-12",104.5767,104.689,103.4337,104.4204,104.1307,107.05,107.165,105.88,106.89,106.5935,20563001,-0.103,-0.107457,2192492900
"2023-04-11",104.5767,104.6158,104.0492,104.5278,104.3504,107.05,107.09,106.51,107,106.8184,13971249,0.206,0.214917,1492751070
"2023-04-10",105.153,105.272,104.098,104.3129,104.4459,107.64,107.7618,106.56,106.78,106.9161,19134399,-1.612,-1.7096,2126302440
"2023-04-06",105.915,106.3546,105.8857,106.0225,106.0895,108.42,108.87,108.39,108.53,108.5986,16447295,0.259,0.273528,1790333340
"2023-04-05",105.28,105.8662,104.9284,105.749,105.6022,107.77,108.37,107.41,108.25,108.0998,23047703,1.045,1.0941,2491909860
"2023-04-04",103.336,105.3093,103.3067,104.6548,104.7489,105.78,107.8,105.75,107.13,107.2262,18052419,0.497,0.517755,1935639270
"2023-04-03",103.4337,104.6206,103.2579,104.1371,104.0795,105.88,107.095,105.7,106.6,106.541,18234843,0.47,0.487273,1942449570
"2023-03-31",102.6559,103.8349,102.3879,103.6498,103.2543,105.35,106.56,105.075,106.37,105.9641,25396684,1.498,1.5299,2691822180
"2023-03-30",101.7886,102.3636,101.6035,102.12,102.0247,104.46,105.05,104.27,104.8,104.7023,14315802,0.46,0.467725,1498882890
"2023-03-29",101.0481,101.7789,100.9506,101.6522,101.4899,103.7,104.45,103.6,104.32,104.1534,16804393,-0.201,-0.204631,1750362260
"2023-03-28",101.5743,102.003,101.3599,101.8569,101.7072,104.24,104.68,104.02,104.53,104.3764,17794343,0.182,0.185144,1858567210
"2023-03-27",102.3636,103.0554,101.6571,101.6717,102.1506,105.05,105.76,104.325,104.34,104.8314,22224508,-2.349,-2.4458,2330433920
"2023-03-24",104.3514,104.6827,103.5426,104.1175,104.0613,107.09,107.43,106.26,106.85,106.7923,23657586,0.423,0.438492,2527771900
"2023-03-23",102.6656,103.8252,102.1394,103.679,102.8956,105.36,106.55,104.82,106.4,105.596,25475128,0,0,2690300060
"2023-03-22",101.9835,103.7278,101.7692,103.679,102.9877,104.66,106.45,104.44,106.4,105.6905,26388481,1.333,1.3642,2789302690
"2023-03-21",102.3928,102.7241,101.8666,102.3148,102.2222,105.08,105.42,104.54,105,104.9049,18934923,-0.859,-0.88673,1986490400
"2023-03-20",104.1468,104.2247,103.0164,103.2016,103.5317,106.88,106.96,105.72,105.91,106.2488,24242781,-0.88,-0.915962,2575980030
"2023-03-17",103.9226,104.975,103.7375,104.1175,104.3916,106.65,107.73,106.46,106.85,107.1313,38128985,1.501,1.5396,4085432320
"2023-03-16",104.634,105.2673,102.3538,102.5779,103.5491,107.38,108.03,105.04,105.27,106.2667,43103531,-0.782,-0.808776,4581975650
"2023-03-15",104.0493,104.9555,102.651,103.3867,103.9523,106.78,107.71,105.345,106.1,106.6804,45164118,1.931,1.9586,4819814800
"2023-03-14",102.4513,102.9092,101.0968,101.4281,101.882,105.14,105.61,103.75,104.09,104.5558,38417777,-1.644,-1.6955,4022339150
"2023-03-13",105.433,106.31,102.3538,103.1236,104.2016,108.2,109.1,105.04,105.83,106.9363,51502460,0.227,0.233862,5528572970
"2023-03-10",101.3696,102.991,101.3404,102.8897,102.4312,104.03,105.6939,104,105.59,105.1194,43921484,3.449,3.43,4615687340
"2023-03-09",98.9531,99.8983,98.7387,99.4598,99.3176,101.55,102.52,101.33,102.07,101.9241,21550356,0.246,0.243607,2196517790
"2023-03-08",99.7813,100.3367,98.8264,99.2162,99.6142,102.4,102.97,101.42,101.82,102.2285,20252359,0.098,0.097442,2070120990
"2023-03-07",98.8654,99.7472,98.3002,99.1187,99.1289,101.46,102.365,100.88,101.72,101.7305,23096462,0.613,0.604145,2349573030
"2023-03-06",99.6059,99.7229,98.4074,98.5146,98.9692,102.22,102.34,100.99,101.1,101.5665,16631871,-0.775,-0.769796,1689028230
"2023-03-03",98.3489,99.2941,97.9981,99.2844,98.7992,100.93,101.9,100.57,101.89,101.3921,30877342,2.423,2.3484,3133603100
